BHID,FROM,TO,X,Y,Z,P2O5,CAO,FE2O3,SIO2,AL2O3,MGO,TIO2,NB2O5,BAO,S,SRO,K2O,NA2O,MNO,CEO2,LA2O3,ND2O3,PR2O3,LOI,RCP,P2O5AP,LITO
DH-0395,45,49.7,1538.7033,1553.938,275.6075,6.11,1.12,7.36,27.7,28.2,0.22,11.5,0.24,1.05,0.04,0.71,0.17,0.01,0.1,0.42,0.24,0,0,12.17,0.183,0.83,Argilito
DH-0395,49.7,55,1538.6317,1553.883,270.6083,5.21,0.85,27.6,19.2,21.6,0.17,9.54,0.22,0.82,0.03,0.53,0.11,0.03,0.14,0.35,0.2,0,0,11.97,0.163,0.63,Canga
DH-0395,55,60,1538.5544,1553.853,265.459,5.35,0.82,50.6,10.25,12.15,0.09,5.41,0.19,0.83,0.01,0.36,0.06,0.04,0.23,0.43,0.21,0,0,11.45,0.153,0.607,Canga
DH-0395,60,63.6,1538.4894,1553.853,261.1595,5.27,0.66,48.2,11.45,14,0.05,4.35,0.17,0.71,0.01,0.35,0.08,0.06,0.28,0.53,0.27,0,0,11.97,0.125,0.489,Canga
DH-0395,63.6,70,1538.4178,1553.888,256.1601,5.39,0.71,56.4,5.69,8.2,0.24,7.89,0.31,0.74,0.01,0.47,0.03,0.06,0.78,0.67,0.32,0,0,10.22,0.132,0.526,Bebedourito
DH-0395,70,75,1538.3487,1553.949,250.4609,6.34,1.18,55.8,5.71,6.64,1.14,7.52,1.18,0.61,0.01,0.4,0.03,0.05,1.8,1.28,0.66,0,0,7.08,0.186,0.874,Bebedourito
DH-0395,75,81.8,1538.2649,1554.033,244.5621,5.87,1.14,47.6,16.45,7.36,0.75,7.34,0.49,0.3,0.01,0.42,0.03,0.01,1.3,0.82,0.39,0,0,7.49,0.194,0.844,Bebedourito
DH-0395,81.8,85,1538.1728,1554.103,239.5634,12,13.3,34.5,15.95,5.54,0.8,8.5,0.31,0.21,0.01,0.53,0.04,0.03,0.75,0.45,0.24,0,0,5.57,1.108,9.852,Bebedourito
DH-0395,85,90,1538.0885,1554.164,235.4647,13.05,18.4,27.1,19.95,5.99,1.04,5.52,0.26,0.14,0.01,0.38,0.12,0.04,0.59,0.34,0.19,0,0,5.44,1.41,13.05,Bebedourito
DH-0395,90,95,1537.98,1554.245,230.4666,12.95,16.75,30.1,20.9,4.71,0.79,4.4,0.25,0.26,0.01,0.41,0.05,0.06,0.63,0.37,0.18,0,0,5.15,1.293,12.407,Bebedourito
DH-0395,95,100,1537.876,1554.332,225.4684,10.55,11.05,27.5,22.4,7.19,1.06,7.51,0.26,2.03,0.01,0.37,0.16,0.06,0.55,0.41,0.22,0,0,6.97,1.047,8.185,Bebedourito
DH-0395,100,105,1537.7808,1554.418,220.47,9.09,6.77,28.6,26.9,5.86,0.76,7.17,0.53,2.65,0.01,0.36,0.14,0.08,1.07,0.97,0.51,0,0,6.44,0.745,5.015,Bebedourito
DH-0395,105,108.7,1537.6855,1554.484,216.1216,11.45,14.45,23.9,28.9,5.81,1.04,5.72,0.27,0.25,0.01,0.41,0.1,0.05,0.63,0.35,0.17,0,0,5.15,1.262,10.704,Bebedourito
DH-0395,108.7,112.55,1537.597,1554.542,212.3481,19,27.7,16.75,19.55,3,3.57,3.15,0.14,0.18,0.01,0.31,0.18,0.06,0.41,0.24,0.12,0,0,4.53,1.458,19,Bebedourito
DH-0395,112.55,116.35,1537.5103,1554.597,208.5245,13.05,21.1,18.7,20.5,2.85,9.46,4.43,0.21,0.33,0.01,0.27,0.08,0.09,0.58,0.34,0.17,0,0,6.27,1.617,13.05,Bebedourito
DH-0395,116.35,120,1537.4257,1554.653,204.8008,7.36,24.3,12.8,21.9,2.43,11.25,3.61,0.12,0.08,0.01,0.3,0.18,0.06,0.33,0.16,0.08,0,0,13.67,3.302,7.36,Bebedourito
DH-0395,120,125.7,1537.3189,1554.715,200.1275,9.29,23.3,14.45,25.6,2.06,10.5,2.53,0.1,0.09,0.01,0.32,0.25,0.06,0.3,0.18,0.09,0,0,9.59,2.508,9.29,Bebedourito
DH-0395,125.7,128.75,1537.2189,1554.771,195.754,17.8,25.3,19,18.5,2.04,6.25,2.63,0.14,0.17,0.01,0.38,0.13,0.1,0.59,0.44,0.23,0,0,5.31,1.421,17.8,Bebedourito
DH-0395,128.75,133,1537.1402,1554.814,192.1051,9.14,27.9,12.55,16.95,1.47,12.55,2.03,0.14,0.11,0.25,0.45,0.12,0.07,0.36,0.2,0.1,0,0,14.59,3.053,9.14,Bebedourito
DH-0395,133,137,1537.0527,1554.871,187.9814,8.34,29.7,10.55,15.55,1.38,12.45,1.65,0.11,0.09,0.02,0.52,0.11,0.05,0.33,0.18,0.09,0,0,17.52,3.561,8.34,Bebedourito
DH-0395,137,140.55,1536.9727,1554.923,184.2076,14.05,30.1,9.96,16.45,0.79,14.15,1.3,0.09,0.08,0.64,0.59,1.5,0.08,0.31,0.21,0.1,0,0,8.65,2.142,14.05,Bebedourito
DH-0396,0,4.5,3331.811,2201.381,309.69,6.58,1.52,41.8,8.77,13.15,0.75,11.9,0.29,1.39,0.01,0.63,0.04,0.06,0.65,0.51,0.26,0,0,10.21,0.231,1.126,Aterro
DH-0396,4.5,10,3331.811,2201.381,304.69,3.64,0.56,13.35,11.8,19.65,0.22,7.47,0.19,0.41,0.08,0.16,0.07,0.01,0.12,0.35,0.15,0,0,39.67,0.154,0.415,Turfa
DH-0396,10,17.05,3331.811,2201.381,298.415,4.17,0.9,16.2,12.95,19.5,0.35,7.7,0.18,0.45,0.18,0.18,0.1,0.01,0.14,0.34,0.15,0,0,34.51,0.216,0.667,Turfa
DH-0396,17.05,19.55,3331.811,2201.381,293.64,4.73,0.41,55.9,2.44,10.25,0.47,5.37,0.31,0.91,0.01,0.23,0.02,0.05,0.28,0.6,0.26,0,0,14.51,0.087,0.304,Canga
DH-0396,19.55,26.65,3331.811,2201.381,288.84,5.72,0.7,60.2,0.91,8.14,0.89,7.41,0.51,0.87,0.01,0.46,0.01,0.03,0.37,0.55,0.22,0,0,11.18,0.122,0.519,Canga
DH-0396,26.65,30,3331.811,2201.381,283.615,1.58,0.16,75,0.63,1.32,3.84,2.43,0.1,0.11,0.01,0.04,0.01,0.04,1,0.73,0.31,0,0,2.41,0.101,0.119,Magnetitito
DH-0396,30,35,3331.811,2201.381,279.44,2.36,0.19,75,0.46,1.17,2.76,2.01,0.1,0.12,0.01,0.03,0.01,0.09,0.74,0.98,0.43,0,0,4.6,0.081,0.141,Magnetitito
DH-0396,35,40.6,3331.811,2201.381,274.14,2.37,0.83,75,0.33,0.93,3.74,2.13,0.09,0.2,0.01,0.07,0.01,0.05,1.22,0.8,0.36,0,0,1.53,0.35,0.615,Magnetitito
DH-0396,40.6,43.75,3331.811,2201.381,269.765,14,17.65,58.7,0.37,0.62,2.26,1.94,0.1,0.18,0.01,0.27,0.01,0.1,0.82,0.36,0.15,0,0,1,1.261,13.074,Carbonatito
DH-0396,43.75,49.65,3331.811,2201.381,265.24,19.95,26.6,42,0.82,0.34,2.68,1.34,0.11,0.2,0.01,0.27,0.01,0.12,1.22,0.35,0.15,0,0,1.01,1.333,19.704,Magnetitito
DH-0396,49.65,53.9,3331.811,2201.381,260.165,22.5,30.5,34.2,1.92,0.96,3.09,1.5,0.07,0.14,0.01,0.37,0.02,0.07,0.68,0.24,0.11,0,0,1.85,1.356,22.5,Magnetitito
DH-0396,53.9,57.3,3331.811,2201.381,256.34,5.52,46.7,6.69,1.73,0.06,3.17,0.16,0.03,0.18,0.11,1.09,0.08,0.11,0.14,0.14,0.06,0,0,32.37,8.46,5.52,Carbonatito
DH-0397,0,4.3,3539.969,2211.504,311.5502,7,7.68,39.2,7.39,9.48,1.98,16.75,0.37,0.36,0.01,0.33,0.03,0.08,0.6,0.5,0.25,0,0,7.09,1.097,5.689,Aterro
DH-0397,4.3,9.55,3540.0043,2211.5,306.7753,2.64,0.48,6.86,31.2,29,0.31,12.45,0.17,0.49,0.03,0.07,0.07,0.01,0.15,0.29,0.18,0,0,14.24,0.182,0.356,Argilito
DH-0397,9.55,14.5,3540.0308,2211.483,301.6754,2.56,0.32,24.1,26.1,23.3,0.29,10.15,0.14,0.42,0.01,0.04,0.05,0.01,0.16,0.25,0.14,0,0,11.05,0.125,0.237,Argilito
DH-0397,14.5,17,3540.048,2211.468,297.9505,2.49,0.44,6.37,28.7,26.1,0.14,7.31,0.12,0.4,0.62,0.16,0.1,0.01,0.05,0.2,0.13,0,0,25.82,0.177,0.326,Turfa
DH-0397,17,21.2,3540.0669,2211.453,294.6006,3.38,0.68,2.93,34,30.4,0.38,12.25,0.2,0.53,0.03,0.11,0.1,0.01,0.13,0.28,0.17,0,0,12.21,0.201,0.504,Argilito
DH-0397,21.2,25,3540.0861,2211.433,290.6007,2.31,0.44,2.56,32.1,29.3,0.13,6.45,0.1,0.39,0.25,0.11,0.09,0.01,0.05,0.22,0.13,0,0,23.49,0.19,0.326,Turfa
DH-0397,25,28.8,3540.1115,2211.409,286.8008,2.23,0.41,5.44,32.3,29.7,0.16,7.37,0.1,0.38,0.09,0.07,0.09,0.01,0.07,0.2,0.13,0,0,18.87,0.184,0.304,Turfa
DH-0397,28.8,35,3540.1434,2211.374,281.8011,2.3,0.41,16.85,28.5,26.5,0.12,7.4,0.1,0.37,0.02,0.05,0.06,0.01,0.1,0.19,0.12,0,0,16.16,0.178,0.304,Argilito
DH-0397,35,42.3,3540.1873,2211.326,275.0514,2.69,0.46,10.95,30.8,29.4,0.16,7.76,0.11,0.41,0.03,0.07,0.09,0.01,0.09,0.2,0.13,0,0,14.53,0.171,0.341,Argilito
DH-0397,42.3,48.15,3540.2325,2211.276,268.4767,2.33,0.42,5.02,30.4,28.6,0.12,6.52,0.09,0.36,0.04,0.08,0.1,0.01,0.06,0.18,0.12,0,0,23.36,0.18,0.311,Argilito
DH-0397,48.15,55,3540.2842,2211.224,262.1271,0.77,0.27,3.69,8.35,8.22,0.01,1.97,0.01,0.09,0.38,0.02,0.04,0.01,0.02,0.01,0.06,0,0,72.82,0.351,0.2,Turfa
DH-0397,55,62.5,3540.3461,2211.165,254.9527,0.32,0.2,3.02,2.53,2.74,0.01,0.93,0.01,0.03,0.45,0.02,0.02,0.01,0.01,0.01,0.04,0,0,88.17,0.625,0.148,Turfa
DH-0397,62.5,70,3540.429,2211.112,247.4533,0.78,0.29,3.57,8.75,7.53,0.01,1.79,0.01,0.11,0.56,0.04,0.06,0.01,0.01,0.01,0.05,0,0,76.73,0.372,0.215,Turfa
DH-0397,70,77.5,3540.5528,2211.104,239.9544,1.38,0.38,3.49,13.8,11.9,0.01,2.83,0.04,0.19,0.49,0.08,0.09,0.01,0.02,0.06,0.08,0,0,65.03,0.275,0.281,Turfa
DH-0397,77.5,80.75,3540.6861,2211.126,234.5811,3.78,0.82,3.2,31.3,26.1,0.18,7.31,0.15,0.52,0.37,0.27,0.19,0.01,0.07,0.25,0.16,0,0,23.89,0.217,0.607,Turfa
DH-0397,80.75,83.3,3540.7632,2211.135,231.6821,7.29,1.76,13.5,23.9,26.1,0.18,7.01,0.21,0.56,0.29,0.44,0.2,0.05,0.08,0.33,0.19,0,0,16.14,0.241,1.304,Argilito
DH-0397,83.3,90,3540.8906,2211.152,227.0589,6.23,0.89,51.4,8.55,13.5,0.07,4.05,0.16,0.54,0.01,0.34,0.07,0.04,0.11,0.34,0.17,0,0,12.38,0.143,0.659,Canga
DH-0397,90,93.05,3541.027,2211.156,222.1858,7.37,0.92,29.4,16.45,19,0.22,8.52,0.37,1.29,0.02,0.53,0.12,0.03,0.69,0.57,0.32,0,0,11.58,0.125,0.681,Canga
DH-0397,93.05,100,3541.1531,2211.146,217.1874,6.65,0.66,42.7,7.4,12.4,0.8,11.65,0.5,1.5,0.01,0.66,0.05,0.01,1.53,0.62,0.31,0,0,9.44,0.099,0.489,Carbonatito
DH-0397,100,105.55,3541.2893,2211.131,210.9389,6.03,0.95,50.8,3.49,8.85,1.2,14.9,0.41,0.82,0.01,0.64,0.01,0.02,1.22,0.72,0.35,0,0,7.4,0.158,0.704,Carbonatito
DH-0397,105.55,108.65,3541.38,2211.122,206.6149,20.3,23.1,34.2,1.28,3.12,1.24,8.15,0.51,0.27,0.01,0.8,0.01,0.06,0.84,0.57,0.24,0,0,3.43,1.138,17.111,Carbonatito
DH-0397,108.65,115,3541.4718,2211.109,201.8908,25.8,31.4,25.8,1.88,1.58,0.69,3.24,0.56,0.24,0.01,0.66,0.01,0.1,0.94,0.72,0.32,0,0,2.68,1.217,23.259,Carbonatito
DH-0397,115,120,3541.5671,2211.097,196.2166,24.2,29.8,32.3,1.57,0.71,1.05,1.98,0.28,0.23,0.01,0.48,0.01,0.12,1.1,1.16,0.51,0,0,1.75,1.231,22.074,Carbonatito
DH-0397,120,126.95,3541.6418,2211.076,190.2421,28.8,36.3,23.3,1.08,0.88,0.75,1.82,0.36,0.24,0.01,0.6,0.01,0.1,0.83,0.69,0.32,0,0,2.26,1.26,26.889,Carbonatito
DH-0397,126.95,130,3541.6993,2211.064,185.2425,9.47,14.5,14.9,30.7,5.45,11.85,4.47,0.2,0.1,0.01,0.2,0.05,0.09,0.43,0.33,0.14,0,0,6.43,1.531,9.47,Carbonatito
DH-0397,130,135,3541.7401,2211.051,181.2177,10.9,16.55,15.85,32.7,3.38,8.33,4.4,0.14,0.06,0.01,0.19,0.03,0.07,0.37,0.24,0.11,0,0,4.72,1.518,10.9,Carbonatito
DH-0397,135,139.95,3541.789,2211.033,176.243,12.75,18.65,17.3,29.2,2.94,6.5,3.82,0.13,0.14,0.01,0.2,0.03,0.03,0.6,0.23,0.1,0,0,5.07,1.463,12.75,Carbonatito
DH-0397,139.95,146.35,3541.8521,2211.007,170.5684,10.25,18.8,14.75,28.6,3.17,11.45,4.84,0.12,0.06,0.01,0.22,0.1,0.09,0.29,0.22,0.1,0,0,5.69,1.834,10.25,Carbonatito
DH-0397,146.35,150,3541.9068,2210.972,165.5438,17.9,25.2,16.7,22.5,2,4.71,3.55,0.18,0.13,0.01,0.33,0.04,0.12,0.53,0.43,0.2,0,0,4.18,1.408,17.9,Carbonatito
DH-0397,150,157.45,3541.9714,2210.928,159.9944,14.95,20.7,18.6,23.2,2.78,7.59,4.49,0.3,0.11,0.01,0.28,0.04,0.09,0.5,0.36,0.18,0,0,4.38,1.385,14.95,Carbonatito
DH-0397,157.45,160.5,3542.0248,2210.894,154.7448,7.08,11.85,18.55,32.8,3.67,12.95,5.63,0.15,0.07,0.01,0.14,0.08,0.1,0.36,0.26,0.11,0,0,5.8,1.674,7.08,Carbonatito
DH-0397,160.5,163.6,3542.0476,2210.879,151.6699,18.55,24.7,19.45,20.1,2.91,3.84,4.21,0.15,0.09,0.01,0.33,0.02,0.1,0.45,0.31,0.14,0,0,3.39,1.332,18.296,Carbonatito
DH-0397,163.6,166.1,3542.0652,2210.872,148.87,11.5,22,14.55,25.8,2.32,10.2,3.98,0.12,0.04,0.01,0.23,0.03,0.09,0.28,0.28,0.12,0,0,7.14,1.913,11.5,Carbonatito
DH-0397,166.1,170,3542.0794,2210.869,145.67,15,19.85,17,33.1,1.92,2.89,3.38,0.19,0.14,0.01,0.31,0.04,0.15,0.59,0.44,0.19,0,0,3.41,1.323,14.704,Carbonatito
DH-0397,170,175,3542.097,2210.873,141.22,18.8,24.5,21,16.8,3.48,2.75,5.23,0.25,0.16,0.01,0.41,0.02,0.11,0.54,0.38,0.17,0,0,4.11,1.303,18.148,Carbonatito
DH-0397,175,181.15,3542.1189,2210.878,135.6451,23.5,30.2,22.8,6.83,2.88,1.08,4.96,0.26,0.3,0.01,0.56,0.01,0.15,0.58,0.49,0.22,0,0,3.35,1.285,22.37,Carbonatito
DH-0397,181.15,184.1,3542.1476,2210.88,131.0952,26.3,33.8,9.94,15.4,0.67,0.37,0.88,0.2,0.53,0.01,1.15,0.01,0.76,0.86,1.14,0.58,0,0,3.07,1.285,25.037,Foscrete
DH-0397,184.1,187.4,3542.1677,2210.881,127.9702,10.05,25.4,13.15,19.9,2.15,9.26,3.22,0.21,0.11,0.01,0.41,0.06,0.09,0.37,0.24,0.11,0,0,13.01,2.527,10.05,Carbonatito
DH-0397,187.4,190,3542.1867,2210.882,125.0203,9.26,36.7,11.15,8.55,0.86,6.75,1.94,0.14,0.13,0.01,0.49,0.05,0.03,0.31,0.16,0.06,0,0,21.76,3.963,9.26,Carbonatito
DH-0397,190,194.4,3542.2093,2210.883,121.5204,11.05,34.3,10.9,11.75,0.92,8.79,1.6,0.11,0.11,0.01,0.46,0.22,0.1,0.33,0.2,0.08,0,0,18.55,3.104,11.05,Carbonatito
DH-0398,0,5.15,3437.0542,2304.819,310.3051,4.91,0.94,37.5,12.15,15.25,0.89,15.45,0.29,0.79,0.01,0.46,0.05,0.07,0.58,0.45,0.2,0,0,8.74,0.191,0.696,Aterro
DH-0398,5.15,7.75,3437.0563,2304.785,306.4303,3.14,0.71,6.2,21.8,23.4,0.3,9.1,0.15,0.42,0.1,0.14,0.12,0.01,0.11,0.27,0.13,0,0,32.85,0.226,0.526,Turfa
DH-0398,7.75,12,3437.0528,2304.752,303.0054,2.52,0.43,2.16,33.5,33.4,0.22,8.28,0.12,0.39,0.03,0.13,0.15,0.01,0.07,0.28,0.14,0,0,16.74,0.171,0.319,Argilito
DH-0398,12,16.95,3437.0895,2304.719,298.4057,2.52,0.36,3.69,34,33.2,0.28,9.51,0.1,0.44,0.01,0.06,0.08,0.01,0.1,0.32,0.17,0,0,13.73,0.143,0.267,Argilito
DH-0398,16.95,21.5,3437.1219,2304.692,293.6559,2.52,0.35,17.25,28.4,28.4,0.21,8.67,0.11,0.43,0.01,0.04,0.05,0.02,0.13,0.28,0.14,0,0,12.48,0.139,0.259,Argilito
DH-0398,21.5,24,3437.132,2304.671,290.131,2.76,0.43,7.1,29.9,29,0.32,10.3,0.14,0.52,0.05,0.09,0.08,0.01,0.13,0.33,0.16,0,0,16.7,0.156,0.319,Argilito
DH-0398,24,29,3437.1321,2304.65,286.381,2.86,0.44,10.45,31.2,30,0.28,9.5,0.14,0.54,0.02,0.06,0.08,0.01,0.14,0.32,0.16,0,0,12.99,0.154,0.326,Argilito
DH-0398,29,32.15,3437.1258,2304.627,282.3061,2.52,0.4,8.82,33,31.6,0.16,7.29,0.1,0.43,0.14,0.06,0.08,0.02,0.09,0.26,0.13,0,0,13.65,0.159,0.296,Argilito
DH-0398,32.15,35,3437.1203,2304.605,279.3062,0.89,0.25,7.11,10.85,10.5,0.01,2.39,0.02,0.12,0.25,0.02,0.04,0.01,0.03,0.07,0.04,0,0,66.98,0.281,0.185,Turfa
DH-0398,35,40,3437.1269,2304.569,275.3814,0.84,0.25,6.24,10.55,10.25,0.01,2.07,0.02,0.13,0.53,0.03,0.04,0.01,0.02,0.06,0.04,0,0,68.31,0.298,0.185,Turfa
DH-0398,40,43.75,3437.1933,2304.544,271.007,2.08,0.42,4.24,23,21,0.1,4.25,0.07,0.36,0.99,0.16,0.13,0.01,0.04,0.16,0.08,0,0,41.13,0.202,0.311,Turfa
DH-0398,43.75,50,3437.3565,2304.538,266.0097,2.63,0.49,7.54,31.1,28.6,0.18,6.8,0.11,0.45,0.12,0.18,0.13,0.01,0.08,0.24,0.12,0,0,19.53,0.186,0.363,Argilito
DH-0398,50,55,3437.4535,2304.458,260.3867,2.35,0.44,17.9,27.4,26.3,0.17,6.76,0.1,0.37,0.05,0.07,0.08,0.02,0.12,0.22,0.1,0,0,16.52,0.187,0.326,Argilito
DH-0398,55,57.6,3437.3987,2304.388,256.5877,2.61,0.45,11.6,30.8,29.8,0.17,7.12,0.11,0.41,0.05,0.08,0.1,0.01,0.1,0.24,0.11,0,0,14.58,0.172,0.333,Argilito
DH-0398,57.6,65,3437.3115,2304.387,251.5887,0.82,0.31,5.23,8.55,9.21,0.01,1.6,0.01,0.1,0.52,0.03,0.04,0.01,0.02,0.04,0.03,0,0,73.55,0.378,0.23,Turfa
DH-0398,65,68.3,3437.3568,2304.501,246.2404,0.75,0.29,4.55,8.64,9.66,0.01,1.62,0.01,0.09,0.22,0.02,0.04,0.01,0.02,0.03,0.03,0,0,73.69,0.387,0.215,Turfa
DH-0398,68.3,75,3437.5898,2304.56,241.2466,2.31,0.37,13.7,29.6,28.9,0.2,7.44,0.09,0.4,0.05,0.06,0.08,0.01,0.12,0.23,0.11,0,0,15.35,0.16,0.274,Argilito
DH-0398,75,80,3437.8307,2304.503,235.4021,2.38,0.37,18.1,26,25.7,0.3,9.12,0.11,0.43,0.05,0.07,0.07,0.01,0.19,0.24,0.1,0,0,15.41,0.155,0.274,Argilito
DH-0398,80,86.6,3437.9269,2304.475,229.603,2.29,0.39,9.12,29.8,29.3,0.11,5.93,0.08,0.39,0.07,0.08,0.09,0.01,0.07,0.21,0.1,0,0,20.3,0.17,0.289,Argilito
DH-0398,86.6,90,3437.971,2304.496,224.6033,1.07,0.4,4.91,13.85,14,0.01,2.62,0.02,0.16,0.18,0.04,0.05,0.01,0.02,0.07,0.04,0,0,61.73,0.374,0.296,Turfa
DH-0398,90,97.5,3437.9739,2304.563,219.1537,0.19,0.34,2.82,2.02,2.36,0.01,0.45,0.01,0.02,0.71,0.01,0.02,0.01,0.01,0.01,0.01,0,0,91.33,1.789,0.19,Turfa
DH-0398,97.5,105,3437.8635,2304.731,211.6566,0.11,0.35,2.35,1.11,1.3,0.01,0.27,0.01,0.01,0.49,0.01,0.01,0.01,0.01,0.01,0.01,0,0,93.95,3.182,0.11,Turfa
DH-0398,105,112.5,3437.5247,2305.038,204.1713,0.36,0.29,1.87,3.33,3.42,0.01,0.79,0.01,0.05,0.46,0.02,0.03,0.01,0.01,0.01,0.02,0,0,89.21,0.806,0.215,Turfa
DH-0398,112.5,120,3436.967,2305.394,196.7006,0.36,0.27,1.84,2.15,2.59,0.01,0.76,0.01,0.05,0.45,0.03,0.03,0.01,0.01,0.01,0.02,0,0,91.36,0.75,0.2,Turfa
DH-0398,120,127.5,3436.4848,2305.677,189.2215,1.87,0.5,2.87,17.5,15.65,0.05,3.33,0.06,0.29,0.68,0.16,0.11,0.01,0.03,0.13,0.07,0,0,55.66,0.267,0.37,Turfa
DH-0398,127.5,131.95,3436.1167,2305.914,183.2625,3.34,0.76,3.37,29.7,24.2,0.18,5.86,0.12,0.52,0.61,0.3,0.21,0.01,0.06,0.24,0.12,0,0,29.23,0.228,0.563,Turfa
DH-0398,131.95,135,3435.9013,2306.081,179.5225,3.41,0.8,3.22,31.3,24.9,0.22,6.24,0.13,0.53,0.66,0.33,0.22,0.01,0.06,0.23,0.12,0,0,24.36,0.235,0.593,Argilito
DH-0398,135,140.55,3435.6598,2306.29,175.2344,4.06,0.9,2.87,34,27.6,0.27,6.75,0.14,0.62,0.28,0.39,0.26,0.01,0.07,0.27,0.13,0,0,18.96,0.222,0.667,Argilito
DH-0398,140.55,143.45,3435.4155,2306.496,171.0215,6.68,1.74,22.9,19.9,22.2,0.21,5.13,0.18,0.56,0.27,0.57,0.19,0.02,0.11,0.34,0.15,0,0,17.03,0.26,1.289,Argilito
DH-0398,143.45,150,3435.1349,2306.713,166.3098,6.93,0.95,51.6,8.12,12.35,0.5,3.22,0.19,0.82,0.04,0.46,0.06,0.04,0.25,0.66,0.3,0,0,11.42,0.137,0.704,Canga
DH-0398,150,156.9,3434.7394,2307.023,159.6036,6.2,0.71,63.2,3.7,8.1,1.45,2.41,0.3,0.88,0.01,0.4,0.03,0.06,0.6,0.97,0.46,0,0,8.32,0.115,0.526,Canga
DH-0398,156.9,160,3434.4382,2307.256,154.6181,6.85,0.74,63.6,2.01,8.35,2.11,2.61,0.27,1.19,0.01,0.68,0.03,0.05,1.03,0.68,0.32,0,0,7.03,0.108,0.548,Carbonatito
DH-0398,160,164.9,3434.1917,2307.442,150.6301,6.68,0.75,64.8,1.62,7.44,2.15,2.99,0.42,1.18,0.01,0.53,0.02,0.05,1.16,0.81,0.37,0,0,6.84,0.112,0.556,Carbonatito
DH-0398,164.9,170.8,3433.8506,2307.703,145.2472,2.27,0.23,75,0.54,1.22,3.4,2.17,0.23,0.39,0.01,0.07,0.02,0.06,1.91,0.69,0.28,0,0,2.4,0.101,0.17,Magnetitito
DH-0398,170.8,175,3433.5208,2307.949,140.214,11.35,9.06,59.7,0.96,3.5,1.67,2.17,0.38,0.85,0.01,0.48,0.02,0.07,1.01,1.23,0.55,0,0,4.97,0.798,6.711,Carbonatito
DH-0398,175,180.15,3433.2049,2308.165,135.5547,13.15,15,59,0.63,0.65,2.09,1.72,0.29,0.31,0.01,0.2,0.02,0.08,1.06,1.17,0.53,0,0,1.95,1.141,11.111,Carbonatito
DH-0398,180.15,186.9,3432.8167,2308.438,129.6236,8.37,0.98,54.9,3.03,10.3,1.33,4.8,0.57,1.81,0.01,1.09,0.06,0.05,1.37,0.73,0.32,0,0,7.72,0.117,0.726,Carbonatito
DH-0398,186.9,190,3432.4969,2308.661,124.7141,10.6,11.15,60.9,0.78,2.08,2.26,2.48,0.63,0.73,0.01,0.39,0.02,0.06,2.68,0.7,0.28,0,0,2.43,1.052,8.259,Magnetitito
DH-0398,190,195,3432.2399,2308.844,120.6764,17.6,22.2,50.6,0.56,0.46,1.26,1.72,0.6,0.17,0.01,0.3,0.02,0.12,0.68,0.74,0.3,0,0,1.64,1.261,16.444,Magnetitito
DH-0398,195,200.2,3431.9253,2309.087,115.5919,21.2,27.9,41.5,0.47,0.37,1,1.36,0.28,0.17,0.01,0.31,0.01,0.1,0.59,0.65,0.27,0,0,1.93,1.316,20.667,Magnetitito
DH-0398,200.2,205,3431.6222,2309.338,110.6074,25.5,35.4,27.2,2.87,0.24,0.78,0.56,0.17,0.25,0.01,0.3,0.01,0.05,1.19,0.43,0.18,0,0,2.89,1.388,25.5,Foscrete
DH-0398,205,210.05,3431.3352,2309.584,105.6969,23.9,32.1,31,4.07,0.47,0.92,0.51,0.27,0.23,0.01,0.32,0.02,0.06,0.88,0.45,0.18,0,0,2.58,1.343,23.778,Foscrete
DH-0398,210.05,215,3431.0537,2309.835,100.7112,13.9,14.75,47,4.65,5.31,1.42,2.35,0.28,0.42,0.03,0.46,0.04,0.07,0.47,0.78,0.35,0,0,5.4,1.061,10.926,Magnetitito
DH-0398,215,220,3430.7739,2310.086,95.7504,9.5,8.6,58,4.21,5.4,1.94,2.45,0.32,0.5,0.03,0.48,0.04,0.07,0.96,0.63,0.27,0,0,5.59,0.905,6.37,Magnetitito
DH-0398,220,225,3430.4926,2310.338,90.7647,15.75,18.25,44.2,1.97,2.72,1.72,1.42,0.67,0.66,0.02,0.53,0.03,0.09,2.73,0.57,0.25,0,0,6.74,1.159,13.519,Magnetitito
DH-0398,225,230,3430.2114,2310.59,85.779,10.75,10.25,51,5.51,6.36,1.74,2.62,0.29,0.54,0.04,0.48,0.05,0.08,0.9,0.74,0.33,0,0,6.49,0.953,7.593,Magnetitito
DH-0398,230,235,3429.9301,2310.841,80.7932,13.05,14.65,46.4,5.71,5.44,1.86,2.49,0.26,0.47,0.03,0.5,0.05,0.08,1.29,0.48,0.21,0,0,5.52,1.123,10.852,Magnetitito
DH-0398,235,240,3429.6489,2311.093,75.8075,14.8,17.85,50.3,2.93,1.12,1.98,1.54,0.91,0.52,0.01,0.37,0.03,0.1,2.99,0.6,0.26,0,0,2.34,1.206,13.222,Magnetitito
DH-0398,240,246.9,3429.3142,2311.393,69.8745,19.9,26,40,3.72,0.59,1.42,1.24,0.35,0.34,0.01,0.42,0.03,0.19,1.72,0.56,0.23,0,0,1.95,1.307,19.259,Magnetitito
